BCR	Brief Constructed Response
BCS	Bowl Championship Series
BCS	Balfour Collegiate Student
BCS	Bowden Counting System
BCS	Badgers Crush Stanford
BCSIA	Belfer Center for Science and International Affairs
BCSL	Benjamin N. Cardozo School of Law
BCU	Baptist College University
BCU	Bethune Cookman University
BCU	Briar Cliff University
BCU	Birmingham City University
BCUC	Buckinghamshire Chilterns University College
BDA	Biosystems Data Analysis group, University of Amsterdam, the Netherlands
BDU	Ben Davis University
BE	Basic Electronics
BEAC	Business Education Advisory Council
BEAC	Black Educational Access Committee
BEAC	Board Educational Affairs Committee
BEAL	Bibliography of Early American Law
BEAM	Biology, Electronics, Aesthetics, and Mechanics
BEAMS	Building Engagement and Attainment of Minority Students
BEAR	Building Employability Academics Respect
BEAT	Built Environment Assessment Training
BEAU	Broadview Entertainment Arts University
BEB	Basic English Brushup
BEC	Best Engineering Competition
BEE	Basics of Electrical Engineering
BEEM	Best Evidence in Emergency Medicine Investigator Group, McMaster University
BEI	Broadcast Educational Industrial
BEL	Basic Education Lab
BEM	Building Estate Management
BERD	Biostatistics, Epidemiology, and Research Design
BEST	Boosting Engineering Science And Technology
BEST	Boosting Engineering Science Technology
BEST	Business Encourages Students and Teachers
BEST	Business Education School of Technology
BEST	Board of European Students of Technology
BEST	Bilingual Exceptional Students Team
BEST	Beginning Educator Support and Training
BEST	Best Essay Strategies Techniques
BEST	Baccalaureate Education System Trust
BEST	Bridging Education Science And Training
BEST	Baylor Employee Search Team
BEST	Buyout To Enhance Scholarship And Teaching
BEST	Bridging Engineers Science And Teaching
BEST	Boosting Engineering And Science Technology
BEST	Bickford Entner Scholarship Trust
BESU	Bengal Engineering and Science University, Shibpur
BESU	Begin Experiencing Spalding University
BESU	Bengal Engineering Science University
BESU	Bengal Engineering and Science University
BETA	Business Economics Technology Academy
BFC	Brute Force Committee
BFHU	British Friends of the Hebrew University
BFS	Best of Four Subjects
BFSU	Beijing Foreign Studies University
BFU	Benjamin Franklin University
BFU	Burgas Free University
BFU	Baltic Floating University
BFU	Body Fly University
BFU	Bicycle Friendly University
BFU	Baba Farid University
BFU	Bicycle Friendly Universities
BFU	Bastiat Free University
BFUHS	Baba Farid University of Health Sciences (Faridkot, India)
BGA	Battle Ground Academy
BGA	Beginner's Guide to Aerodynamics
BGE	Budapesti Gazdasági Egyetem
BGIE	Business, Government and the International Economy
BGKU	Borys Grinchenko Kyiv University
BGKU	Borys Grinchenko Kiev University
BGS	Business Government And Society
BGSA	Botany Graduate Students Association
BGSA	Biomedical Graduate Student Association
BGSA	Biology Graduate Student Association
BGSA	Botany Graduate Student Association
BGSA	Black Graduate Student Association
BGSU	Bowling Green State University
BGSU	Bioethicsbowling Green State University
BGSU	Be Good State University
BGU	Bowling Green University
BGU	Ben Gurion University
BGU	Bakke Graduate University
BGU	Bishop Grosseteste University
BGU	Ben Gurion University's
BGU	Birla Global University
BGU	Bethany Global University
BHAD	Behavioral Health and Addictive Disorders
BHAP	Basic Human Anatomy and Physiology
BHBC	Blessed Hope Baptist College
BHI	British Humanities Index
BHIU	Bac Ha International University
BHMA	Berkshire Hills Music Academy
BHOS	Baku Higher Oil School
BHRUT	Barking, Havering and Redbridge University Hospital’s NHS Trust
BHRUT	Barking Havering and Redbridge University Trust
BHS	Behaviors Hardware And Systems
BHSA	Boalt Hall Student Association
BHSI	Behavioral Health Sciences Institute
BHU	Banaras Hindu University
BHU	Beulah Heights University
BHU	Benares Hindu University
BHU	Baltimore Hebrew University
BHU	Barrett Hodgson University
BHUSU	Banaras Hindu University Students' Union
BI	Beatson Institute
BIA	Board of Intramural Athletics
BIA	Beginning, Intermediate, and Advanced
BIC	Blueprint For Interactive Classrooms
BICC	British Inter-University China Centre
BICS	Brigham Integrated Computer System
BICU	Bluefields Indian and Caribbean University
BIDMC	Beth Israel Deaconness Medical Center
BIDS	Bangladesh Institute of Development Studies
BIET	Bapuji Institute of Engineering and Technology
BIG	Buyout for Interdisciplinary Grants
BIH	Bible Institute of Hawaii
BIHE	Bahá'í Institute for Higher Education
BIIC	Business Incubators and Innovation Centers
BIM	Bhilai Institute of Management
BIMAP	Barbados Institute of Management and Productivity
BIME	Bath Institute of Medical Engineering
BIMT	Bangladesh Institute of Marine Technology
BIN	Berkeley Information Network
BIN	Baylor Information Network
BIO	British Informatics Olympiad
BIO	Biodiversity Institute of Ontario
BIOCHEM	BIOCHEMistry
BIP	Books In Print
BISC	Bristol International Student Centre
BISC	Bader International Study Centre
BISR	Bangladesh Institute of Social Research
BISU	Be Inspired at Staffordshire University
BISU	Bohol Island State University
BISU	Beijing International Studies University
BIT	Business and Information Technology
BIT	Beijing Institute of Technology
BIT	Biomedical Informatics Tutorial
BIT	Birla Institute of Technology, Mesra, Ranchi
BIT	Baran Institute of Technology
BIT	Bhilai Institute of Technology
BIT	Bangalore Institute of Technology
BIT	Bannari Amman Institute of Technology
BITC	Biomolecular Interaction Technologies Center
BITC	Biomedical Interactive Technology Center (Georgia Tech)
BITE	Business, Instructional, Technical, and Electronic
BITE	Business Instructional Technical Electronic
BITS	Birla Institute of Technology and Science
BITS	Birla Institute of Technology
BIU	Bar-Ilan University, Israel
BIU	Bar Ilan University
BIU	Bangladesh Islamic University
BIU	Bangladesh Islami University
BIU	Benson Idahosa University
BIU	Bircham International University
BIUA	Benson Idahosa University Alumni
BIUST	Botswana International University Of Science And Technology
BIUST	Bostwana Internal University of Science and Technology
BIUST	Botswana International University Of Science And
BIUST	Botswana International University of Science Technology
BJTU	Beijing Jiaotong University
BKU	Burger King University
BKU	Bach Khoa University
BKWSU	Brahma Kumaris World Spiritual University
BLC	Britannic Language Centre
BLC	Biology Learning Center
BLCU	Beijing Language and Culture University
BLCUP	Beijing Language and Culture University Press
BLD	Building
BLH	Blanco Hall
BLRI	Bangladesh Livestock Research Institute
BLTI	Brandeis Leadership Training Institute
BMAC	Biology Majors Advisory Committee
BME	Bachelors For Masochistic Engineers
BME	BioMolecular Engineering
BME	Budapesti Műszaki és Gazdaságtudományi Egyetem (University of Budapest)
BMH	Bishop Mountain Hall
BMI	Birmingham Medical Institute
BMI	Birmingham (England) Medical Institute
BML	Boston Medical Library
BMLU	Boss Mom Life University
BMOC	Big Man On Campus
BMR	Behavioral Medical Research
BMSTU	Bauman Moscow State Technical University
BMU	BML Munjal University
BMU	Baba Mastnath University
BMW	Brigham, Mead, and Wilder
BMZ	Botany, Microbiology, Zoology
BNC	Brandeis National Committee
BNHM	Berkeley Natural History Museum
BNL	Brookhaven National Laboratory
BNMU	Bhupendra Narayan Mandal University
BNMU	Bogomolets National Medical University
BNOC	Big Name On Campus
BNTU	Belarusian National Technical University
BNTU	Belarussian National Technical University
BNTU	Belarus National Technical University
BNTU	Batumi Navigation Teaching University
BNU	Beijing Normal University
BNU	Beaconhouse National University
BNU	Buckinghamshire New University
BNU	Bucks New University
BNU	Bengaluru North University
BNUE	Busan National University of Education
BOB	Back Of the Book
BOC	Band, Orchestra, and Choir
BOC	Brock Off Campus
BOEC	Biotechnology Outreach Education Center
BOF	Board Of Founders
BOG	Board Of Governors
BOGEFW	Board Of Governors Enrollment Fee Waiver
BOGSAT	Bunch Of Guys Sitting Around Talking
BOK	Body Of Knowledge
BOKU	Universität für Bodenkultur Wien (BOKU), University of Natural Resources and Life Sciences Vienna
BOM	Business Organisation & Management
BOR	Board of Regents
BORC	Board of Referendum Commissioners
BOSS	Building Opportunities Skills Seminar
BOSS	Building Organization Students' Society
BOSS	Business And Office Student Services
BOSS	Bonn Open Synthesis System
BOSU	British Ophthalmological Surveillance Unit
BOT	Robot
BOT	Board of Trustees
BOU	Bangladesh Open University
BOU	Brazilian Open University
BOU	Botswana Open University
BOUA	Board of Online Universities Accreditation
BOUI	Bible Open University India
BOUN	Boğaziçi University
BP	Bonus Points
BPC	Barometric Pressure Control
BPCS	Better Process Control School
BPI	Bangladesh Photographic Institute
BPLE	Berkeley Program in Law and Economics
BPO	Board of Permanent Officers
BPP	Bachelor Preparatory Programme
BPPVE	Bureau for Private Postsecondary Vocational Education
BPS	Basic Practice of Statistics
BPSU	Bataan Peninsula State University
BPUT	Biju Patnaik University of Technology
BQ	Basic Questions
BR	Best Response
BR	Book Review
BRA	Brotherhood Respect And Academics
BRA	Belfast Royal Academy
BRAOU	B R Ambedkar Open University
BRAP	Bridging Research And Practice
BRD	Biological Resource Discipline
BRICLAW	BRitish Institute of International and Comparative LAW
BRIDGE	Binational Regional Initiative Developing Greater Education
BRL	Brookings Research Laboratory
BRMP	Blue Ribbon Mathematics Partnership
BRTL	Biofeedback Research and Training Laboratory
BRUM	Birmingham Re-Usable Materials
BS	Business School
BS	Busted Students
BS	Ball State University
BS	Basel Stadt
BS	Brown Student
BSA	Black Student Association
BSA	Borneo Students Association
BSA	Bor Students Association
BSA	Baylor Student Association
BSA	Bendigo Student Association
BSA	Bengali Students Association
BSA	Belorussian Students Association
BSAP	Black Student Achievement Program
BSB	Bauer-Sames-Bogart Residence Hall (Rose-Hulman Institute of Technology)
BSBR	Biomedical and Systems Biology Research
BSC	Booze Schmooze And Cruise
BSC	Bureau of Study Counsel
BSE	Best Selection Examination
BSE	Best Semester Ever
BSE	Board of Secondary Education
BSEA	Buffalo School Engineers' Association
BSEB	Buhai School Examination Board
BSFC	Black Staff and Faculty Caucus (USC)
BSFC	Berkeley Student Food Collective
BSI	Blank Summer Institute, University of Iowa
BSL	Business School Lausanne
BSL	British School of Language
BSL	British Sign Language
BSLC	Biological Sciences Learning Center
BSM	Baptist Student Ministry
BSMMU	Bangabandhu Sheikh Mujib Medical University
BSMMU	Bangladesh Sheikh Mujib Medical University
BSP	Biology Scholars Program
BSP	Board of Student Publications
BSRB	Biomedical Sciences Research Building (UCLA)
BSSI	British Super-ultramodern Scientific Institution
BSTU	Bryansk State Technical University
BSTU	Brest State Technical University
BSTU	Belarusian State Technological University
BSU	Baptist Student Union
BSU	Ball State University
BSU	Black Student Union
BSU	Boise State University
BSU	Black Students United
BSU	Bluefield State University
BSU	Bemidji State University
BSU	Bridgewater State University
BSU	Bowie State University
BSU	Boise State Boise State University
BSU	Best Summer University
BSUC	Bath Spa University College
BSUC	British Schools and Universities Club
BSUC	Bijoy Smarani University College
BSUIR	Belarusian State University of Informatics and Radioelectronics
BSUN	Black Sea Universities Network
BSUO	Ball State University Observatory
BTBU	Beijing Technology and Business University
BTCD	The Brain Tumor Center at Duke
BTI	Boston Theological Institute
BTIU	Break Time In University
BTL	Basement Tutorial Laboratory
BTN	Breakthrough To Nursing
BTP	Bachelor Of Technology Project
BTTI	Bangladesh Technology Training Institute
BTTI	Behavior Therapy Training Institute
BTU	Baltimore Towson University
BTUH	Basildon and Thurrock University Hospitals
BU	Brandon University
BU	Boston University
BU	Bogazici University
BU	Bilkent University
BU	Butler University
BU	Bugarup University
BU	Bradley University
BU	Baylor University
BU	Bangalore University
BU	Brandeis University
BU	Belmont University
BU	Brock University
BU	Bangkok University
BU	Brenau University
BU	Bournemouth University
BU	Bernina University
BU	Birmingham University
BU	Brescia University
BUA	Baptist University of the Américas
BUA	Balkan Universities Association
BUAA	Beijing University of Aeronautics and Astronautics
BUAA	Brandon University Alumni Association (Canada)
BUAA	Boston University Athletic Association
BUAFL	British Universities American Football League
BUAT	Banda University of Agriculture and Technology
BUBA	British Universities in Brunei Association
BUBA	British Universities Brunei Association
BUBAS	Bath University Baking Appreciation Society
BUBT	Bangladesh University of Business and Technology
BUC	Badr University in Cairo
BUCA	Baylor University Cultural Ambassadors
BUCA	British Universities Chess Association
BUCB	Bangor University Concert Band
BUCC	Boston University Catholic Center
BUCC	Brown University Community Council
BUCD	Boston University College Democrats
BUCF	Birmingham University Conservative Future
BUCM	Beijing University of Chinese Medicine
BUCO	Brandeis University Conservative Organization
BUCO	British Universities Committee on Optometry
BUCS	British Universities Colleges Sport
BUCS	British University and Colleges Sport
BUCS	British Universities and Colleges Sports
BUCS	British University and College Sport
BUCS	Brown University Crisis Simulation
BUCS	British Universities and Colleges Sport
BUCT	Beijing University of Chemical Technology
BUDC	Balanced University Decision Card
BUDM	Butler University Dance Marathon
BUDN	British Universities Delegation Nigeria
BUDS	Balanced University Decision Support
BUE	British University In Egypt
BUEA	Boston University Eye Associates
BUEC	Bond University Equestrian Club
BUEC	Bangor University Equestrian Club
BUEE	Boston University Experiential Education
BUEST	Baddi University of Emerging Sciences and Technologies
BUET	Bangladesh University of Engineering and Technology
BUET	Bangladesh University of Eng and Tech
BUET	Bangladesh University of Engineering and Technolgy
BUFA	Brock University Faculty Association
BUFA	Brandon University Faculty Association
BUFS	Busan University of Foreign Studies
BUFT	BGMEA University of Fashion & Technology
BUFVC	British Universities Film & Video Council
BUG	Brought Up Grades
BUG	Bring Up Grades
BUG	Brought Up Grade
BUG	Bye Until Graduation
BUI	Bahria University Islamabad
BUIC	Bangkok University International College
BUIC	Birmingham University Imaging Centre
BUIC	Boston University India Club
BUIED	BRAC University Institute of Education and Development
BUIHA	British Universities Ice Hockey Association
BUILD	Bethel University Inclusive Learning and Development
BUILDER	Birmingham University Integrated Library Development and Electronic Resource
BUILT	Bocconi University Innovations in Learning and Teaching
BUIS	Bath University Islamic Society
BUITEMS	Balochistan University of Information Technology, Engineering and Management Sciences
BUJA	Boston University Juggling Association
BUJA	Binghamton University Japanese Association
BUK	Bayero University, Kano
BUK	Bayero University Kano
BUK	Bayero University,Kano
BUKC	British Universities Karting Championship
BUL	Biomedical Ultrasonics Laboratory, University of Michigan
BUL	Bell University Laboratories
BULC	Bahria University Lahore Campus
BULM	Brown University Libraries and Museums
BULT	Bicol University Little Theater
BUMC	Boston University Medical Campus
BUMC	Baylor University Medical Center
BUME	Binary University of Management Entrepreneurship
BUMO	Boston University Music Organizations
BUMS	Bristol University Music Society
BUMS	Birmingham University Metallurgical Society
BUMS	Baqiyatallah University of Medical Sciences
BUMS	Brunel University Mountaineering Society
BUMS	Bath University Maths Society
BUNAC	British University North American Club
BUND	British Universities Newsreel Database
BUP	Baltic University Programme
BUP	Bangladesh University of Professionals
BUPA	Brown University Postdoctoral Association
BUPD	Boston University Police Department
BUPS	Bilkent University Preparatory School
BUPT	Beijing University of Posts and Telecommunications
BUR	Boston University Radio
BUREC	Brandon University Research Ethics Committee
BUS	Black United Students
BUS	Bringing Up Scores
BUSA	British Universities Scrubers Anonymous
BUSA	British Universities Sporting Association
BUSA	British Universities Sports Association
BUSC	British Universities Snowsports Council
BUSF	Butler University Student Foundation
BUSF	British Universities Sports Federation
BUSF	Brown University Sports Foundation
BUSF	Bhutan University Sports Federation
BUSF	Bhutan University of Sports Federation
BUSM	Boston University School of Medicine
BUSP	Biology Undergraduate Scholars Program
BUSP	Binghamton University Scholars Program
BUSS	Brunel University Skills for Society
BUSS	Brandeis University Self Service
BUSS	Birmingham University Speleological Society
BUSSW	Boston University School of Social Work
BUSU	Brock University Students Union
BUSU	Brock University Students' Union
BUSUN	Brown University Simulation of United Nations
BUSUN	Brown University Simulation of the United Nations
BUT	Brno University of Technology
BUT	Brno University of Technology, a university located in Brno, Czech Republic
BUTE	Budapest University of Technology and Economics (Budapest, Hungary)
BUTE	Budapest University of Technology and Economics
BUTI	Boston University Tanglewood Institute
BUTSA	Boston University Taiwanese Student Association
BUTSA	Bannu University Teaching Staff Association
BUU	Beijing Union University
BUV	British University Vietnam
BUVC	Birmingham University Volleyball Club
BUW	Baptist University for Women
BVDU	Bharati Vidyapeeth Deemed University
BVU	Buena Vista University
BVU	Broward Virtual University
BVU	Bulgarian Virtual University
BWH	Brigham and Women's Hospital
BWR-VAMC	Brockton-West Roxbury VA Medical Center
BWRC	Berkeley Wireless Research Center
BWU	Baldwin Wallace University
BWU	Beijing Wuzi University
BWU	Buffalo Wing University
BY	Brigham Young
BYOB	Brigham Young Ogeling Bath
BYU	Brigham Young University
BYU	Booze Yayas for Underclassmen
BYU	Bingham Young University
BYUI	Brigham Young University–Idaho
BYUI	Brigham Young University Idaho
BYUP	Brigham Young University Provo
BYYI	Brigham Young Youth Initiative
BZU	Bahauddin Zakariya University, Multan
BZU	Bahauddin Zakariya University
BZU	Bahaudin Zakariya University
C	Class
C	Cancelled
C-DAC	Centre for Development of Advanced Computing
C4AH	Center for Advanced Hindsight
CAAA	Canadian Academic Accounting Association
CAAC	Certified Approver Advisory Committee
CAAGIS	Center for Advanced Applications in Geographic Information Systems (Purdue University; West Lafayette, IN)
CAAP	Comprehensive Academic Achievement Plan
CAAS	Center for Alcohol and Addiction Studies
CAAS	Concerned, Active, and Aware Students
CAAS	Center for Athletic Academic Services
CAAS	Chinese Academy of Agricultural Sciences
CAAS	Center for African American Studies
CAAS	Centre for Academic and Administrative Studies
CAASD	Center for Advanced Aviation System Development
CAB	Campus Activities Board
CAB	Central Activities Board
CABI	Center for Advanced Brain Imaging
CABI	Centre For Agriculture And Biosciences International
CABI-UKC	CABI Bioscience UK Centre
CABS	Campus Area Bus Stop
CABS	Campus Area Bus System
CABY	Handsome Man you want friend with him , good looking , powerful man
CAC	Campus Advisory Council
CAC	Center for Autonomic Computing
CACI	Campus Awareness and Compliance Initiative
CACLER	Centre for Advancement of Chinese Language Education and Research
CACS	Centre for Advanced Construction Studies
CACS	Calcenter for Atmospheric Chemistry Studies
CACS	Centre for Access and Communication Studies
CACS	Center for Advanced Computer Studies
CACTUS	Community Action Council of Tulane University Students
CACUL	Canadian Association of College and University Libraries
CADC	College of Architecture, Design, and Construction
CADE	Center for Advanced Dental Education
CADET	Can't Add, Doesn't Even Try
CAE	Center For Academic Excellence
CAFB	Campus Activities Fund Board
CAFE	Careers Advice For Everyone
CAFM	Capital Assets and Financial Management
CAFR	Centre for Advanced Food Research
CAFUC	Civil Aviation Flight University of China
CAGE	Classes for Algebraic Geometry and Elliptic geometry
CAGS	Canadian Association of Graduate Studies
CAI	Computer-Aided Instruction
CAIR	Center for Advanced Imaging Research
CAIR	Centre for Applied Internet Research, Glyndwr University, Wrexham, North Wales
CAIRS	Computational Anthropology, Informatics, and Related Sciences
CAIS	Campus Advanced Information System
CAIS	Concordia Administrative Information System
CAIS	Chinese American International School
CAIT	Center for Applied Information Technology
CAIT	Center for Academic Information Technology
CAL	Chinese Academic Link
CAL	Computer-Assisted Listening
CAL	Center for Applied Linguistics
CALAS	Consortium For African And Latin American Studies
CALI	Computer Assisted Language Instruction
CALL	Computer Assisted Language Learning
CALM	Categorizing And Learning Module
CALM	Computer Aided Laboratory Management
CALR	Centre for Applied Language Research
CALS	Centre For Advanced Legal Studies
CALT	Computer Assisted Language Teaching
CALTEC	California Institute of Technology
CAM	Computer-Aided Manufacturing
CAMPUS	Canadian Administrative Management And Professional University Staff
CAMPUS	Collective Action for Mobility Program of University Students
CAMRA	Center of Advanced Microwave Research and Applications
CANU	Colored Agricultural and Normal University
CAP	Curricular Academic Program
CAP	Computer Analysis Project
CAP	Capital Academic Program
CAP	Cumulative Average Point
CAP	Campus Accountability Partner
CAP	Campus Access Point
CAP	Center for Applied Probability--Columbia University
CAP	Centre for Academic Practice
CAP	Clinical Advancement Program
CAP	Career Advisory Program
CAP	Continuous Assessment Programme
CAPA	Computer Assisted Physics Assignments
CAPA	California Academy of Physician Assistants
CAPD	Center for Assessment and Policy Development
CAPD	Centre for Academic Professional Development
CAPE	Consortium For Advanced Placement Education
CAPE	Computer Adaptive Placement Exams
CAPE	Caribbean Advanced Proficiency Examinations
CAPI	Collaborative Academic Preparation Initiative
CAPI	Case Advanced Power Institute
CAPITAL	Center for Advanced Partnerships In Technology And Learning
CAPM	California Academy of Preventive Medicine
CAPOW	Chemistry And Physics On Wheels
CAPOW	Cellular Automata for Electric Power simulation
CAPP	Curriculum Advising And Program Planning
CAPP	Computer Acquisition And Placement Program
CAPS	Center for Academic Program Support
CAPS	Center for Asian and Pacific Studies
CAPS	Continuing And Professional Studies
CAPS	Center for Advanced Purchasing Studies
CAPS	Center for Advanced Power Systems
CAPS	Center for American Political Studies
CAPS	Center for Advanced Professional Studies
CAPS	Careers And Placement Services
CAPS	Office of Careers And Placement Services
CAPT	Center for Applications of Psychological Type
CAPT	Center for the Advancement of Process Technology
CAQ	Council of Accreditation of Quebec
CARAT	Cooperative Automotive Research For Advanced Technology
CARDI	Community and Regional Development Institute
CARE	Communication Action Research And Evaluation
CARE	Campus Acquaintance Rape Education
CARE	Centre for Applied Research in Education
CARE	Collaborative Academia Research Exchange
CARE	Center for Applied Research in Education
CARES	Center for Applied Research in Engineering and Science
CARF	Course Approval Request Form
CARI	Community Agricultural Research Institute
CARL	Colorado Alliance of Research Libraries
CARP	Collegiate Association for Research of Principles
CARR	Computer Assisted Research And Reporting
CARS	Campus Accounts Receivables System
CARSA	Centre for Athletics Recreation and Special Abilities
CART	Center of Advanced Research and Technology
CAS	Centre of African Studies
CAS	Curriculum Administration System
CAS	Campus Automation System
CAS	Centre for Applied Statistics
CAS	Course Applicability System
CAS	Certificate of Advanced Study
CAS	Constructed Academic Studies
CAS	Coursework Administration System
CAS	Committee on African Studies
CASA	Canadian Alliance of Student Associations
CASAIL	Computer Assisted Systematic Analysis of Instructor and Learner Behavior
CASB	California School of Business
CASCO	Commerce and Administrative Student Charity Organization
CASE	Computer Aided Software Engineering
CASE	Computer Applications and Software Engineering
CASE	Council for Advancement and Support of Education
CASE	Computer-Aided Systems Engineering
CASE	Centre for Analysis of Social Exclusion
CASOS	Center for Computational Analysis of Social and Organizational Systems (Carnegie Mellon)
CASPR	Center for the Advanced Study of Photonics Research
CASRAI	Consortia Advancing Standards in Research Administration Information
CASS	Catholic Asian Students Society
CASS	Course Administration System Solution
CASS	Cooperative Association of States for Scholarships
CASS	Catholic Asian Student Society
CASS	Center for Astrophysics and Space Sciences
CAST	Computer Assisted Statistics Teaching
CAST	Cooperative Application of Science and Technology
CAST	Center for Applied Sciences and Technology
CAST	Campus Auxiliary Safety Team
CAST	Convergence of Art, Science, and Technology
CAST	Center for Applied Special Technology
CAST	Center for Advanced Spatial Technologies, University of Arkansas
CAT	Collaborative Active Textbooks
CAT	Common Admission Test
CATH	Cultural Analysis Theory and History
CATI	Computer Assisted Telephone Interviewing
CATN	Course Advanced Trauma Nursing
CATS	Credit Accumulation and Transfer System
CATS	Consortium for Academic Technology Staff
CATS	Center for Academic Technology Support
CATS	Center for Academically Talented Students
CATT	China Academy of Telecommunication Technology
CATT	Centre for Advancement of Trenchless Technology
CAU	Christian Albrechts University
CAU	Clark Atlanta University
CAU	Cristian Albrechts University
CAU	California Aeronautical University
CAU	Carlos Albizu University
CAU	China Agricultural University
CAUBO	Canadian Association of University Business Officers
CAUC	Civil Aviation University of China
CAUCE	Canadian Association for University Continuing Education
CAUL	Council of Australian University Librarians
CAUP	Centre for Astrophysics of the University of Porto
CAUS	Council Of Alberta University Students
CAUT	Canadian Association of University Teachers
CAUT	Cambridge Association of University Teachers
CAV	CAValier
CAVS	Center for Advanced Vehicular Systems
CAY	Current Academic Year
CAZRI	Central Arid Zone Research Institute
CB	Cell Biology
CBAHA	College of Business Honors Academy
CBAR	Center for Biostatics in AIDS Research
CBCD	Centre for Brain and Cognitive Development (University of London)
CBCD	Centre for Biocultural Diversity (University of Kent)
CBCRL	Cornell Broadband Communications Research Laboratory
CBDE	Course Based Developmental Education
CBDI	Champion By Design Institute
CBE	Comprehensive Business Education
CBE	Chemical and Biological Engineering
CBEC	Centre of Biomedical Ethics and Culture
CBEL	Computational Bioscience and Engineering Laboratory
CBER	Center for Biologics Evaluation and Research
CBF	Campus Bible Fellowship
CBG	Mossavar-Rahmani Center for Business and Government
CBG	Centre for Biodiversity Genomics
CBIS	Centre for BioImaging Sciences
CBIT	Chaitanya Bharathi Institute of Technology
CBIU	Coxs Bazar International University
CBL	Computer Based Laboratory
CBL	Computational Biology Lab
CBLU	Chaudhary Bansi Lal University
CBLU	Ch Bansi Lal University
CBLU	Choudhary Bansi Lal University
CBM	Curriculum Based Measurement
CBMI	Center for Biomedical Informatics
CBPR	Community-Based Participatory Research
CBPS	Center for Bio Pharmaceutical Sciences
CBR	Center for Biomedical Research
CBR	Center for Blood Research
CBS	Can't Be Shown
CBS	Curtin Business School
CBS	Copenhagen Business School
CBS	College of Biological Sciences
CBSA	Centre for Business Systems Applications
CBSA	Core-Based Statistical Area
CBSE	Center for Biological Systems Engineering
CBSE	Center for Biophysical Sciences and Engineering
CBSU	Central Black Student Union
CBSU	Computational Biology Service Unit
CBSU	Cognition and Brain Sciences Unit
CBSUA	Central Bicol State University of Agriculture
CBT	College Board Test
CBTS	Central Baptist Theological Seminary
CBU	Cape Breton University (Sydney, Nova Scotia, Canada)
CBU	California Baptist University
CBU	Cape Breton University
CBU	Christian Brothers University
CBU	California Basketball University
CBUA	Consorcio De Bibliotecas Universitarias Andaluzas
CBUD	Center For Biodiversity Utilisation And Development
CBUE	Centre De Biotechnologie Unil Epfl
CBUP	Cape Breton University Press
CBUT	Citizenship Behaviors Of University Teachers
CC	Computation Center
CC1	Chemistry Contexts 1
CCA	Co-Curricular Activity
CCA	Co-Curriculum Activities
CCA	Cranky Campus Aid
CCAA	California Collegiate Athletic Association
CCAA	Canadian Centre for Activity and Aging, University of Waterloo, Ontario, Canada
CCAC	Carolina Computer Access Center
CCAD	Center for Computer Aided Design, University of Iowa
CCAD	Columbus Colllege of Art and Design
CCB	Chemistry and Chemical Biology (Department of)
CCBE	Centre for Continuing Business Education
CCC	Campus Computing Clowns
CCC	Campus Computing Center
CCC	Course on Computer Concepts
CCC	Collegiate Chapters Council
CCCE	Center for Communication and Civic Engagement (U. of WA)
CCCEP	Canadian Council on Continuing Education in Pharmacy
CCCN	Centre for Cognitive and Computational Neuroscience
CCCO	Campus Commun des Cours Options
CCCP	Communist Central Committee Party
CCCP	Caltech Core Collapse Project
CCCU	Community College of City University
CCCU	Council for Christian Colleges and Universities
CCCU	Canterbury Christ Church University
CCCU	Council on Christian Colleges and Universities
CCD	Catholic Catechism Department
CCDC	Cambridge Crystallographic Data Centre
CCDP	Campus Company Development Programme
CCETT	Caribbean Center of Excellence for Teacher Training
CCEW	Center for the Creation of Economic Wealth (University of Oklahoma)
CCF	Campus Christian Fellowship
CCF	Complementary Class Fitting
CCFF	Cornell Christian Faculty/Staff Forum
CCFL	Center for Corporate Financial Leadership
CCFR	Centre for China Financial Research
CCG	Current Course Grade
CCGCB	Cancer Center and Geriatrics Center Building (Geriatrics Center at the University of Michigan)
CCGP	Columbia Combined Genetic Panel
CCI	Chatham Collegiate Institute
CCIA	Columbia Communities In Action
CCIC	Campus Chemical Instrument Center
CCIC	Cambridge Conference Interpretation Course
CCID	Campus Center Information Desk
CCIM	Computation, Computers, Information, and Mathematics
CCIM	Center for Computer Integrated Manufacturing
CCIS	Centennial Centre For Interdisciplinary Science
CCKE	Center for Content and Knowledge Engineering
CCL	Cross Campus Library
CCLE	Center for Cognitive Liberty & Ethics
CCLE	Creating a Collaborative Learning Environment (University of Wisconsin)
CCLPS	Centre for Cultural, Literary and Postcolonial Studies
CCM	Cincinnati Conservatory of Music
CCMB	Centre for Cellular and Molecular Biology
CCMD	Center for Computational Materials Design
CCMD	Centre de Coordination des Missions Doctorales (French: Doctoral Mission Coordination Center; various universities)
CCMS	Computational Center for Macromolecular Structures
CCN	Communication Center New
CCN	Campus Care Network
CCNE	Center for Continuing Nursing Education
CCNU	Central China Normal University
CCP	Co Curricular Programs
CCP	Centre for Competition Policy
CCPE	Center for Continuing Professional Education
CCPR	California Center for Population Research
CCRC	Childrens Chest Research Centre
CCRC	Certified Clinical Research Coordinator
CCRMA	Stanford Center for Computer Research in Music and Acoustics
CCRP	Collaborative Core Research Program
CCS	Correct Class Selection
CCS	Campus Computing Site
CCS	Calculator and Computer Systems
CCS	Calculus of Communication Systems
CCS	Center for Classical Studies
CCSA	Chinese Cantonese Students Association
